CampaignId,EntryNo,RegistrationNo,NoClaimBonus,InsCompany,InsId,FLData,FLResponse,FLStatus,PBVehicleId,SQRequest,SQResponse,SQStatus,SQCount
6625,MUM-0630196-01,MH03Z8310,0,ROYAL SUNDARAM GENERAL INSURANCE COMPANY LIMITED,6,,,0,0,,,0,0
6626,MUM-0603609-01,MH04AY3156,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6627,PUN-0620805-01,AR136666,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
6628,KOLK-0292152-01-R-2,AS01BM6739,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6629,LDH-0620508-01,CH01AD1299,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6630,CHND-0619986-01,CH01AD3438,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6631,MUM-0600443-01,CH01AN4366,45,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6632,AHD-0135252-01-R-4,CH01AN5016,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6633,DEL-0614186-01,CH01AP9265,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6634,CHND-0506246-03,CH01AS4555,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6635,SRT-0409344-01-R-1,GJ05CG3416,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6636,SRT-0630819-01,GJ05CG7005,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6637,SRT-0603759-01,GJ05CG8474,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6638,SRT-0076051-01-R-6,GJ05CJ5678,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6639,SRT-0129415-01-R-2,GJ05CK2457,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6640,SRT-0013738-01-R-4,GJ05CK2715,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6641,SRT-0413238-02-R-1,GJ05CK2832,50,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6642,SRT-0103096-01-R-5,GJ05CK3087,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6643,SRT-0606709-01,GJ05CL5046,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6644,SRT-0288479-01-R-2,GJ05CM2994,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6645,SRT-0134692-01-R-3,GJ05CN2793,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6646,SRT-0080061-01-R-6,GJ05CN5656,20,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6647,SRT-0077011-01-R-7,GJ05CN5708,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6648,SRT-0077192-01-R-6,GJ05CN6162,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6649,SRT-0631717-01,GJ05CP7000,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6650,SRT-0201750-01-R-2,GJ05CP9498,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6651,SRT-0404406-01-R-1,GJ05CQ1111,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6652,SRT-0602023-01,GJ05CQ5066,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6653,SRT-0602497-01,GJ05CQ5378,20,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
6654,SRT-0416108-01-R-1,GJ05CQ5606,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6655,SRT-0101469-01-R-5,GJ05CQ5747,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6656,SRT-0285852-01-R-2,GJ05CQ6257,35,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6657,MUM-0077589-01-R-6,MH03AF0727,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6658,MUM-0194509-01-R-3,MH03AM7649,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6659,MUM-0600699-01,MH03AM8101,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6660,MUM-0623145-01,MH03AM8915,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6661,MUM-0407300-01-R-1,MH03AR4780,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6662,HYD-0606928-01,AP02BA0701,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6663,HYD-0605960-01,AP07CM2779,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6664,HYD-0070135-02-R-6,AP09AZ2516,50,FUTURE GENERALI INDIA INSURANCE COMPANY LTD,4,,,0,0,,,0,0
6665,HYD-0140200-01-R-4,AP09BZ5621,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6666,HYD-0201575-01-R-3,AP09CL1623,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6667,HYD-0451070-01-R-1,AP09CL6409,45,NATIONAL INSURANCE CO LTD,8,,,0,0,,,0,0
6668,HYD-0207654-01-R-3,AP09CL8810,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6669,HYD-0623842-01,AP09CM2817,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6670,HYD-0210735-01-R-3,AP09CM3416,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6671,HYD-0619293-01,AP09CP3099,25,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6672,AHD-0199407-01-R-3,GJ02BH2086,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6673,AHD-0205861-01-R-2,GJ02BH2769,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6674,AHD-0208796-01-R-3,GJ02BH2923,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6675,AHD-0201190-01-R-3,GJ02BH2951,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6676,AHD-0206280-01-R-3,GJ02BH2964,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6677,AHD-0621808-01-ED-1,GJ02BP8589,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6678,AHD-0620384-01,GJ02CA5355,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6679,RJK-0076643-01-R-6,GJ03BA0548,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6680,AHD-0618553-01,GJ03BA5588,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6681,RJK-0013362-01-R-8,GJ03CA2565,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6682,RJK-0057915-01-R-7,GJ03CA8626,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6683,AHD-0622749-01,GJ03CE5168,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6684,RJK-0101069-01-R-5,GJ03CR4667,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6685,RJK-0079032-01-R-7,GJ03CR6273,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6686,SRT-0294410-01-R-2,GJ03CR8189,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6687,RJK-0079020-01-R-6,GJ03CR8296,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6688,RJK-0079959-01-R-2,GJ03CR9622,25,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6689,RJK-0294162-01-R-2,GJ03DN0926,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6690,RJK-0102457-01-R-4,GJ03DN3157,45,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6691,RJK-0200976-01-R-3,GJ03DN7479,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6692,RJK-0616816-01,GJ03EC5841,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6693,RJK-0136128-01-R-4,GJ03EL2184,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6694,RJK-0136137-01-R-4,GJ03EL2234,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6695,RJK-0140861-01-R-2,GJ03EL3867,45,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6696,RJK-0287610-01-R-2,GJ03EL4124,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6697,RJK-0136023-01-R-4,GJ03EL8771,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6698,RJK-0148061-01-R-4,GJ03EL9468,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6699,RJK-0199816-01-R-1,GJ03ER6145,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6700,RJK-0208014-01-R-2,GJ03ER6988,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6701,RJK-0210087-01-R-3,GJ03ER7284,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6702,RJK-0210326-01-R-2,GJ03ER7319,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6703,RJK-0211683-01-R-3,GJ03FD1107,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6704,RJK-0211478-01-R-3,GJ03FD2445,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6705,AHD-0091766-02-R-2-ED-1,GJ03FD4746,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6706,RJK-0289358-01-R-2,GJ03FD7808,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6707,RJK-0200481-01-R-3-ED-1,GJ03FD8899,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6708,RJK-0402493-01-R-1,GJ03FD9537,20,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
6709,RJK-0292792-01-R-2,GJ03FD9700,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6710,RJK-0287376-01-R-2,GJ03FD9773,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6711,AHD-0069018-02-R-2,GJ03FK0245,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6712,RJK-0476243-01-R-1,GJ03FK0271,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6713,RJK-0292835-01-R-2,GJ03FK1938,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6714,RJK-0296049-01-R-2,GJ03FK2285,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6715,RJK-0623168-01,GJ03FK4029,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6716,RJK-0289107-01-R-2,GJ03FK5988,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6717,RJK-0296957-01-R-2-ED-1,GJ03HA0022,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6718,RJK-0297721-01-R-2,GJ03HA1224,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6719,RJK-0291004-02,GJ03HA4399,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6720,RJK-0022187-03-R-1,GJ03HA4667,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6721,RJK-0291095-02,GJ03HA5253,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6722,RJK-0292826-01-R-2,GJ03HA5600,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6723,RJK-0292818-01-R-2,GJ03HA7110,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6724,RJK-0715711-01,GJ03EL4239,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6725,AHD-0617108-01,GJ03EL4824,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6726,RJK-0134612-01-R-4,GJ03EL7868,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6727,RJK-0202559-01-R-3,GJ03ER6306,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6728,RJK-0202551-01-R-3,GJ03ER6340,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6729,RJK-0286288-01-R-1,GJ03ER6418,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6730,RJK-0202710-01-R-3,GJ03ER6471,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6731,RJK-0292216-01-R-2,GJ03ER7660,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6732,RJK-0187285-01-R-2,GJ03ER8068,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6733,RJK-0212660-01-R-3,GJ03ER8175,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6734,RJK-0197464-01-R-3,GJ03FD0797,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6735,RJK-0211685-01-R-3,GJ03FD1155,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6736,RJK-0205852-01-R-2,GJ03FD4000,35,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
6737,AHD-0404364-01-R-1,GJ03FD4780,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6738,RJK-0206549-01-R-4,GJ03FD5212,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6739,RJK-0288111-01-R-2,GJ03FK0553,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6740,RJK-0616256-01,GJ03FK0788,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6741,RJK-0616256-01-ED-1,GJ03FK0788,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6742,RJK-0290693-01-R-2,GJ03FK0928,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6743,RJK-0291281-01-R-2,GJ03FK1243,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6744,RJK-0290095-01-R-2,GJ03FK2206,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6745,RJK-0288838-01-R-2,GJ03HA0313,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6746,RJK-0293631-01-R-2,GJ03HA1314,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6747,RJK-0291266-01-R-2,GJ03HA2803,25,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
6748,RJK-0289114-01-R-2,GJ03HA8747,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6749,RJK-0297685-01-R-3,GJ03HA9927,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6750,RJK-0408481-01-R-1,GJ03HK2925,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6751,RJK-0411004-01-R-1,GJ03HK3054,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6752,RJK-0606886-01,GJ03HK3710,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6753,RJK-0415145-01-R-1-ED-1,GJ03HK3759,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6754,RJK-0413019-01-R-1,GJ03HK3850,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6755,RJK-0452145-01-R-1,GJ03HK4710,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6756,RJK-0450017-01-R-1,GJ03HK4829,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6757,RJK-0616802-01,GJ03HK4831,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6758,RJK-0450130-01-R-1,GJ03HK4869,20,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
6759,RJK-0453086-01-R-1,GJ03HK5431,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6760,RJK-0453542-01-R-1,GJ03HK5646,20,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6761,RJK-0407817-01-R-1,GJ03HK6493,20,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6762,AHD-0616028-01,GJ03HK7410,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6763,RJK-0450199-01-R-1,GJ03HK8575,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6764,RJK-0450249-01-R-1,GJ03HK9059,20,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6765,RJK-0451276-01-R-1,GJ03HK9877,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6766,RJK-0690737-01,GJ03JC3051,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6767,RJK-0078819-01-R-5,GJ04AP8749,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6768,RJK-0622840-01,GJ04CJ0034,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6769,MUM-0009129-01-R-8,GJ05AG7762,50,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
6770,SRT-0406969-01-R-1,GJ05BT5448,35,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6771,MUM-0203911-02-R-2,MH04BQ9533,25,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6772,MUM-0058016-01-R-7,MH04BY5052,0,ROYAL SUNDARAM GENERAL INSURANCE COMPANY LIMITED,6,,,0,0,,,0,0
6773,MUM-0009986-01-R-8,MH04CJ0925,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6774,MUM-0198062-01-R-3,MH04DB5895,50,CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LTD,3,,,0,0,,,0,0
6775,MUM-0070043-06-R-1,MH04DE9662,0,UNITED INDIA INSURANCE CO LTD,14,,,0,0,,,0,0
6776,MUM-0620978-01-R-1,MH04DN5451,0,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6777,MUM-0013165-01-R-8,MH04DR1631,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6778,MUM-0103203-01-R-5,MH04DR2231,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6779,MUM-0169304-03-R-3,MH04DR4488,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6780,MUM-0056525-01-R-5,MH04DY3047,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6781,MUM-0056967-01-R-4,MH04DY3551,50,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6782,MUM-0209515-01-R-2,MH04DY5360,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6783,MUM-0056422-01-R-8,MH04DY7080,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6784,NAS-0618058-01,MH04DY8548,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6785,MUM-0101030-01-R-5,MH04EH2024,50,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6786,MUM-0451716-01-R-1,MH04EH3254,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6787,MUM-0631105-01,MH04EH3934,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6788,MUM-0562102-01-R-1,MH04EH3960,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6789,MUM-0100018-02,MH04ES6448,45,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6790,MUM-0598743-01,MH04EX1283,0,ROYAL SUNDARAM ALLIANCE INSURANCE COMPANY LTD,10,,,0,0,,,0,0
6791,HYD-0415537-01-R-1,AP09CM0081,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6792,HYD-0622835-01,AP09CS2525,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6793,HYD-0211882-01-R-1,AP09CV5155,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6794,AHD-0102711-01-R-5,GJ02B9292,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6795,AHD-0111500-03-R-3,GJ02BH6655,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6796,AHD-0291451-01-R-2,GJ02BP4601,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6797,AHD-0201545-02,GJ02BP8519,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6798,AHD-0416560-01-R-1,GJ02CA2328,20,BAJAJ ALLIANZ GENERAL INSURANCE CO LTD,1,,,0,0,,,0,0
6799,RJK-0623802-01,GJ03BA0294,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6800,RJK-0013366-01-R-8,GJ03CA2566,50,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6801,RJK-0102606-01-R-5,GJ03CE5200,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6802,RJK-0076895-01-R-6,GJ03CR3928,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6803,RJK-0078147-01-R-6,GJ03CR4502,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6804,RJK-0623172-01,GJ03CR5827,35,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6805,RJK-0079879-01-R-6,GJ03CR7031,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6806,RJK-0075636-01-R-6,GJ03CR7097,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6807,RJK-0080068-01-R-5,GJ03CR7165,0,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6808,RJK-0076496-01-R-6,GJ03CR9244,50,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6809,RJK-0620602-01,GJ03DN3553,0,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6810,RJK-0102460-01-R-5,GJ03DN3667,0,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6811,RJK-0616214-01,GJ03DN9928,50,IFFCO-TOKIO GENERAL INSURANCE CO LTD,7,,,0,0,,,0,0
6812,RJK-0016409-02-R-3,GJ03EL1562,45,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6813,RJK-0196554-01-R-4,GJ03EL1924,45,RELIANCE GENERAL INSURANCE CO LTD,9,,,0,0,,,0,0
6814,RJK-0131267-01-R-4,GJ03EL2305,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6815,RJK-0620605-01,GJ03EL3468,20,TATA AIG GENERAL INSURANCE CO LTD,37,,,0,0,,,0,0
6816,RJK-0139423-01-R-4,GJ03EL3757,0,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6817,RJK-0136034-01-R-4,GJ03EL4239,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6818,RJK-0140845-01-R-4,GJ03EL9806,35,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6819,RJK-0157929-02-R-3,GJ03ER6147,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6820,RJK-0071126-02-R-3,GJ03ER6319,35,SBI GENERAL INSURANCE COMPANY LIMITED,17,,,0,0,,,0,0
6821,RJK-0209146-01-R-3,GJ03ER7326,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6822,RJK-0212020-01-R-3,GJ03ER7594,20,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6823,RJK-0291396-01-R-2,GJ03FD0091,0,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6824,RJK-0623128-01,GJ03FD1411,35,THE ORIENTAL INSURANCE CO LTD,13,,,0,0,,,0,0
6825,RJK-0211679-01-R-3,GJ03FD5202,25,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6826,RJK-0200385-01-R-3,GJ03FD9279,35,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
6827,RJK-0614107-01,GJ03FK1315,25,BHARTI AXA GENERAL INSURANCE COMPANY LIMITED,2,,,0,0,,,0,0
6828,RJK-0292824-01-R-2,GJ03FK1559,0,ICICI LOMBARD GENERAL INSURANCE CO LTD,6,,,0,0,,,0,0
